seed,n_sources,n_cleared,clear_ratio,virtual_time_s,avg_locate_clear_time_s,real_elapsed_s,program_run_time_s,n_measure,n_clear_ok,n_clear_fail,n_switch,n_actions,n_requests,census_points_visited,ended_reason,unresolved,proven_empty,action_log_size,wall_s
62,13,13,1.0,4903.750914021958,377.21160877091984,0.032000000000152795,0.032000000000152795,169,13,0,151,182,184,7,user_exit,,1 4 7 13 15 16 20,184,0.032000000000152795
63,13,13,1.0,5028.485930803271,386.8066100617901,0.03099999999994907,0.03099999999994907,162,13,0,148,175,177,7,user_exit,,1 2 7 13 15 17 19,177,0.03099999999994907
64,13,13,1.0,5124.14649207838,394.16511477526,0.03099999999994907,0.03099999999994907,168,13,0,150,181,183,7,user_exit,,4 7 10 11 12 17 18,183,0.03099999999994907
65,11,11,1.0,4595.14197428206,417.74017948018724,0.03099999999994907,0.03099999999994907,163,11,0,147,174,176,7,user_exit,,2 3 5 9 10 11 13 15 19,176,0.03099999999994907
66,16,16,1.0,5633.097173218126,352.0685733261329,0.032000000000152795,0.032000000000152795,181,16,0,154,197,199,7,user_exit,,3 4 12 19,199,0.04700000000048021
67,15,15,1.0,4981.004089453206,332.0669392968804,0.03099999999994907,0.03099999999994907,162,15,0,152,177,179,7,user_exit,,1 13 14 17 20,179,0.03099999999994907
68,13,13,1.0,4734.006865575048,364.1543742750037,0.04699999999957072,0.04699999999957072,161,13,0,150,174,176,7,user_exit,,1 2 6 7 8 10 19,176,0.04699999999957072
69,10,10,1.0,4245.9414760419,424.59414760419,0.04700000000048021,0.04700000000048021,162,10,0,148,172,174,7,user_exit,,1 2 3 4 5 6 8 12 14 19,174,0.04700000000048021
70,14,14,1.0,4929.850640393202,352.13218859951445,0.03099999999994907,0.03099999999994907,160,14,0,150,174,176,7,user_exit,,2 5 6 9 14 16,176,0.03099999999994907
71,16,16,1.0,5305.78399701874,331.61149981367123,0.03099999999994907,0.03099999999994907,172,16,0,152,188,190,7,user_exit,,6 12 14 17,190,0.03099999999994907
72,16,16,1.0,5027.90394098952,314.243996311845,0.04700000000048021,0.04700000000048021,166,16,0,150,182,184,7,user_exit,,11 14 16 20,184,0.04700000000048021
73,15,15,1.0,5784.52183176534,385.634788784356,0.03099999999994907,0.03099999999994907,170,15,0,153,185,187,7,user_exit,,2 5 7 9 19,187,0.03099999999994907
74,11,11,1.0,4346.402090869101,395.1274628062819,0.04699999999957072,0.04699999999957072,153,11,0,147,164,166,7,user_exit,,1 3 4 6 8 13 14 16 17,166,0.04699999999957072
75,14,14,1.0,5288.174353511423,377.7267395365302,0.032000000000152795,0.032000000000152795,169,14,0,150,183,185,7,user_exit,,1 3 4 7 12 20,185,0.032000000000152795
76,13,13,1.0,5411.989212620148,416.30686250924214,0.046000000000276486,0.046000000000276486,170,13,0,151,183,185,7,user_exit,,3 4 8 16 17 18 20,185,0.046000000000276486
77,10,10,1.0,4597.719792071207,459.7719792071207,0.032000000000152795,0.032000000000152795,159,10,0,149,169,171,7,user_exit,,1 2 3 5 10 11 15 16 17 19,171,0.032000000000152795
78,15,15,1.0,4532.847200396698,302.18981335977986,0.06199999999989814,0.06199999999989814,167,15,0,151,182,184,7,user_exit,,4 5 9 15 16,184,0.06199999999989814
79,10,10,1.0,4443.0394430423585,444.30394430423587,0.03099999999994907,0.03099999999994907,165,10,0,149,175,177,7,user_exit,,3 4 5 7 8 9 10 13 16 19,177,0.03099999999994907
80,16,16,1.0,5153.880864246232,322.1175540153895,0.032000000000152795,0.032000000000152795,170,16,0,153,186,188,7,user_exit,,2 10 12 13,188,0.032000000000152795
81,10,10,1.0,4240.358942183524,424.0358942183524,0.016000000000531145,0.016000000000531145,154,10,0,145,164,166,7,user_exit,,2 6 8 12 13 15 16 17 18 19,166,0.016000000000531145
