seed,n_sources,n_cleared,clear_ratio,virtual_time_s,avg_locate_clear_time_s,real_elapsed_s,program_run_time_s,n_measure,n_clear_ok,n_clear_fail,n_switch,n_actions,n_requests,census_points_visited,ended_reason,unresolved,proven_empty,action_log_size,wall_s
152,14,14,1.0,4288.723459072077,306.3373899337198,0.030999999999039574,0.030999999999039574,151,14,0,145,165,167,7,user_exit,,4 5 6 13 19 20,167,0.030999999999039574
153,14,14,1.0,4772.4832873959085,340.891663385422,0.04700000000048021,0.04700000000048021,151,14,0,146,165,167,7,user_exit,,1 3 4 13 14 20,167,0.04700000000048021
154,12,12,1.0,5264.695474201292,438.72462285010766,0.06300000000010186,0.06300000000010186,174,12,0,149,186,188,7,user_exit,,4 5 7 12 13 17 18 20,188,0.06300000000010186
155,10,10,1.0,4437.745742264447,443.77457422644466,0.046000000000276486,0.046000000000276486,157,10,0,146,167,169,7,user_exit,,1 2 3 7 8 10 15 18 19 20,169,0.046000000000276486
156,16,16,1.0,5382.480859744553,336.40505373403454,0.04700000000048021,0.04700000000048021,164,16,0,148,180,182,7,user_exit,,3 5 10 13,182,0.04700000000048021
157,10,10,1.0,4780.821391859287,478.0821391859287,0.0319999999992433,0.0319999999992433,157,10,0,145,167,169,7,user_exit,,2 8 10 13 14 16 17 18 19 20,169,0.0319999999992433
158,12,12,1.0,4514.090058153435,376.17417151278624,0.046000000000276486,0.046000000000276486,156,12,4,144,172,174,7,user_exit,,2 3 6 7 10 12 14 17,174,0.046000000000276486
159,16,16,1.0,4920.849910333736,307.5531193958585,0.04700000000048021,0.04700000000048021,162,16,0,148,178,180,7,user_exit,,1 9 15 16,180,0.04700000000048021
160,10,10,1.0,4896.267256886158,489.6267256886158,0.0319999999992433,0.0319999999992433,161,10,0,146,171,173,7,user_exit,,2 4 10 12 14 15 16 17 18 19,173,0.0319999999992433
161,16,16,1.0,5037.407041982421,314.8379401239013,0.06300000000010186,0.06300000000010186,171,16,0,150,187,189,7,user_exit,,1 17 19 20,189,0.06300000000010186
162,13,13,1.0,5306.162740126231,408.16636462509473,0.06199999999989814,0.06199999999989814,162,13,0,148,175,177,7,user_exit,,2 4 6 7 10 14 20,177,0.06199999999989814
163,13,13,1.0,4529.376999412499,348.41361533942296,0.031000000000858563,0.031000000000858563,159,13,0,146,172,174,7,user_exit,,2 5 9 11 13 16 20,174,0.031000000000858563
164,13,13,1.0,5360.053445787573,412.311803522121,0.04700000000048021,0.04700000000048021,170,13,0,149,183,185,7,user_exit,,6 7 8 9 12 14 19,185,0.04700000000048021
165,14,14,1.0,4588.993963243896,327.7852830888497,0.0319999999992433,0.0319999999992433,152,14,0,147,166,168,7,user_exit,,1 5 10 11 12 17,168,0.0319999999992433
166,16,16,1.0,4742.640691818173,296.4150432386358,0.04700000000048021,0.04700000000048021,161,16,0,149,177,179,7,user_exit,,9 12 14 17,179,0.04700000000048021
167,15,15,1.0,4204.234646003373,280.28230973355824,0.031000000000858563,0.031000000000858563,151,15,0,149,166,168,7,user_exit,,3 4 11 13 14,168,0.031000000000858563
168,12,12,1.0,4897.275664350323,408.1063053625269,0.046999999998661224,0.046999999998661224,156,12,0,146,168,170,7,user_exit,,4 6 9 10 12 14 15 16,170,0.046999999998661224
169,16,16,1.0,4802.54450678462,300.1590316740388,0.04700000000048021,0.04700000000048021,157,16,0,151,173,175,7,user_exit,,7 11 18 20,175,0.04700000000048021
170,15,15,1.0,5289.814112232026,352.65427414880173,0.031000000000858563,0.031000000000858563,163,15,0,148,178,180,7,user_exit,,6 10 17 18 19,180,0.031000000000858563
171,15,15,1.0,5005.0959577729645,333.67306385153097,0.04700000000048021,0.04700000000048021,169,15,0,149,184,186,7,user_exit,,2 3 10 14 17,186,0.04700000000048021
172,12,12,1.0,4326.195876432558,360.5163230360465,0.030999999999039574,0.030999999999039574,151,12,0,145,163,165,7,user_exit,,3 6 7 10 12 15 16 17,165,0.030999999999039574
173,15,15,1.0,4452.560811763781,296.83738745091875,0.04700000000048021,0.04700000000048021,164,15,0,151,179,181,7,user_exit,,7 8 13 16 17,181,0.04700000000048021
174,12,12,1.0,4613.946940419885,384.4955783683238,0.04700000000048021,0.04700000000048021,159,12,0,146,171,173,7,user_exit,,3 5 6 8 13 17 18 19,173,0.04700000000048021
175,15,15,1.0,4665.236825433381,311.01578836222535,0.06199999999989814,0.06199999999989814,155,15,0,144,170,172,7,user_exit,,8 9 14 16 19,172,0.06199999999989814
176,11,11,1.0,4415.513847291693,401.4103497537903,0.046999999998661224,0.046999999998661224,160,11,0,147,171,173,7,user_exit,,1 4 5 6 12 13 17 19 20,173,0.046999999998661224
177,14,14,1.0,5233.204468594529,373.80031918532353,0.04700000000048021,0.04700000000048021,162,14,0,146,176,178,7,user_exit,,2 5 6 11 12 16,178,0.04700000000048021
178,13,13,1.0,4684.173503611938,360.32103873937984,0.04700000000048021,0.04700000000048021,164,13,0,150,177,179,7,user_exit,,3 8 9 10 13 15 20,179,0.04700000000048021
179,16,16,1.0,5106.393845512949,319.1496153445593,0.030999999999039574,0.030999999999039574,164,16,0,151,180,182,7,user_exit,,12 13 15 19,182,0.030999999999039574
180,11,11,1.0,4482.699175786203,407.51810688965486,0.06300000000010186,0.06300000000010186,156,11,0,145,167,169,7,user_exit,,1 2 3 5 10 12 14 16 20,169,0.06300000000010186
181,14,14,1.0,4744.502587575821,338.8930419697015,0.04700000000048021,0.04700000000048021,154,14,0,146,168,170,7,user_exit,,2 3 4 11 16 18,170,0.04700000000048021
182,15,15,1.0,4828.222395885985,321.8814930590657,0.031000000000858563,0.031000000000858563,148,15,0,146,163,165,7,user_exit,,2 8 10 13 19,165,0.031000000000858563
183,16,16,1.0,4862.376085896799,303.89850536854993,0.06199999999989814,0.06199999999989814,165,16,0,151,181,183,7,user_exit,,2 8 14 17,183,0.06199999999989814
184,12,12,1.0,4560.749676077084,380.06247300642366,0.046999999998661224,0.046999999998661224,159,12,0,149,171,173,7,user_exit,,2 3 6 8 9 10 15 20,173,0.046999999998661224
185,11,11,1.0,4239.851617372385,385.44105612476227,0.031000000000858563,0.031000000000858563,159,11,0,147,170,172,7,user_exit,,2 5 8 9 13 14 15 17 20,172,0.031000000000858563
186,10,10,1.0,4111.857640510788,411.18576405107876,0.04700000000048021,0.04700000000048021,149,10,0,143,159,161,7,user_exit,,3 4 5 8 10 11 15 16 17 18,161,0.04700000000048021
187,14,14,1.0,4324.788599914124,308.9134714224374,0.0319999999992433,0.0319999999992433,151,14,0,146,165,167,7,user_exit,,1 7 8 9 11 17,167,0.0319999999992433
188,12,12,1.0,4270.7016748332735,355.8918062361061,0.04700000000048021,0.04700000000048021,156,12,0,147,168,170,7,user_exit,,2 3 4 5 6 7 12 19,170,0.06300000000010186
189,12,12,1.0,4874.826580358644,406.2355483632203,0.031000000000858563,0.031000000000858563,150,12,0,143,162,164,7,user_exit,,4 8 11 12 14 15 17 20,164,0.031000000000858563
190,12,12,1.0,4474.550576972102,372.8792147476752,0.04700000000048021,0.04700000000048021,162,12,0,147,174,176,7,user_exit,,2 4 6 7 8 9 12 15,176,0.04700000000048021
191,10,10,1.0,3566.611531315686,356.6611531315686,0.030999999999039574,0.030999999999039574,146,10,0,144,156,158,7,user_exit,,3 4 5 6 8 10 16 18 19 20,158,0.030999999999039574
192,15,15,1.0,5256.215141760212,350.41434278401414,0.04700000000048021,0.04700000000048021,160,15,0,146,175,177,7,user_exit,,3 6 12 19 20,177,0.04700000000048021
193,14,14,1.0,4757.517250645475,339.82266076039105,0.04700000000048021,0.04700000000048021,155,14,0,147,169,171,7,user_exit,,9 15 16 17 18 20,171,0.04700000000048021
194,16,16,1.0,5510.190279085521,344.38689244284507,0.046999999998661224,0.046999999998661224,160,16,4,149,180,182,7,user_exit,,4 11 12 18,182,0.046999999998661224
195,11,11,1.0,3896.8131065650114,354.2557369604556,0.04700000000048021,0.04700000000048021,151,11,0,146,162,164,7,user_exit,,3 7 8 9 10 13 14 16 20,164,0.04700000000048021
196,11,11,1.0,4215.50199488637,383.2274540805791,0.046000000000276486,0.046000000000276486,156,11,0,144,167,169,7,user_exit,,5 7 8 10 12 14 16 17 18,169,0.046000000000276486
197,16,16,1.0,5410.492583807951,338.1557864879969,0.0319999999992433,0.0319999999992433,175,16,0,150,191,193,7,user_exit,,2 3 4 18,193,0.0319999999992433
198,12,12,1.0,4449.851238239532,370.820936519961,0.04700000000048021,0.04700000000048021,161,12,0,148,173,175,7,user_exit,,3 4 5 6 7 12 17 19,175,0.04700000000048021
199,12,12,1.0,4325.053259541155,360.4211049617629,0.031000000000858563,0.031000000000858563,154,12,0,144,166,168,7,user_exit,,2 4 5 8 9 12 15 18,168,0.031000000000858563
200,10,10,1.0,4440.607175880615,444.0607175880615,0.030999999999039574,0.030999999999039574,154,10,0,145,164,166,7,user_exit,,2 6 7 10 12 13 14 15 18 19,166,0.046999999998661224
